,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
183,2017-12-08,12,Friday,0,15,Afternoon,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,0.0,Winter,No Holiday,Yes,362
184,2017-12-08,12,Friday,0,16,Afternoon,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,0.0,Winter,No Holiday,Yes,401
185,2017-12-08,12,Friday,0,17,Afternoon,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,0.0,Winter,No Holiday,Yes,500
186,2017-12-08,12,Friday,0,18,Evening,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,752
187,2017-12-08,12,Friday,0,19,Evening,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,477
188,2017-12-08,12,Friday,0,20,Evening,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,384
189,2017-12-08,12,Friday,0,21,Evening,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,336
190,2017-12-08,12,Friday,0,22,Night,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,347
191,2017-12-08,12,Friday,0,23,Night,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,275
192,2017-12-09,12,Saturday,1,0,Dawn,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,267
193,2017-12-09,12,Saturday,1,1,Dawn,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,296
194,2017-12-09,12,Saturday,1,2,Dawn,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,237
195,2017-12-09,12,Saturday,1,3,Dawn,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,169
196,2017-12-09,12,Saturday,1,4,Dawn,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,96
197,2017-12-09,12,Saturday,1,5,Dawn,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,56
198,2017-12-09,12,Saturday,1,6,Dawn,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,76
199,2017-12-09,12,Saturday,1,7,Early Morning,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,127
200,2017-12-09,12,Saturday,1,8,Early Morning,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,0.0,Winter,No Holiday,Yes,222
201,2017-12-09,12,Saturday,1,9,Early Morning,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,0.0,Winter,No Holiday,Yes,291
202,2017-12-09,12,Saturday,1,10,Morning,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,0.0,Winter,No Holiday,Yes,273
203,2017-12-09,12,Saturday,1,11,Morning,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,0.0,Winter,No Holiday,Yes,351
204,2017-12-09,12,Saturday,1,12,Morning,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,0.0,Winter,No Holiday,Yes,427
205,2017-12-09,12,Saturday,1,13,Afternoon,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,0.0,Winter,No Holiday,Yes,431
206,2017-12-09,12,Saturday,1,14,Afternoon,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,0.0,Winter,No Holiday,Yes,486
207,2017-12-09,12,Saturday,1,15,Afternoon,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,0.0,Winter,No Holiday,Yes,569
208,2017-12-09,12,Saturday,1,16,Afternoon,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,0.0,Winter,No Holiday,Yes,546
209,2017-12-09,12,Saturday,1,17,Afternoon,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,481
210,2017-12-09,12,Saturday,1,18,Evening,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,384
211,2017-12-09,12,Saturday,1,19,Evening,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,275
212,2017-12-09,12,Saturday,1,20,Evening,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,298
213,2017-12-09,12,Saturday,1,21,Evening,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,321
214,2017-12-09,12,Saturday,1,22,Night,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,289
215,2017-12-09,12,Saturday,1,23,Night,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,265
216,2017-12-10,12,Sunday,1,0,Dawn,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,326
217,2017-12-10,12,Sunday,1,1,Dawn,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,280
218,2017-12-10,12,Sunday,1,2,Dawn,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,243
219,2017-12-10,12,Sunday,1,3,Dawn,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,169
220,2017-12-10,12,Sunday,1,4,Dawn,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,71
221,2017-12-10,12,Sunday,1,5,Dawn,0.3,74,1.0,178,-3.7,0.0,0.0,0.06999999999999999,0.06999999999999999,Winter,No Holiday,Yes,13
222,2017-12-10,12,Sunday,1,6,Dawn,-0.5,90,0.9,91,-1.9,0.0,2.5,0.27,2.77,Winter,No Holiday,Yes,9
223,2017-12-10,12,Sunday,1,7,Early Morning,-0.4,92,1.1,121,-1.5,0.0,0.0,0.4,0.4,Winter,No Holiday,Yes,20
224,2017-12-10,12,Sunday,1,8,Early Morning,-0.2,90,1.2,378,-1.6,0.0,0.0,0.41,0.41,Winter,No Holiday,Yes,35
225,2017-12-10,12,Sunday,1,9,Early Morning,0.2,90,1.0,305,-1.2,0.0,1.6,0.43,2.0300000000000002,Winter,No Holiday,Yes,31
226,2017-12-10,12,Sunday,1,10,Morning,0.5,91,0.4,143,-0.8,0.0,0.0,0.43,0.43,Winter,No Holiday,Yes,19
227,2017-12-10,12,Sunday,1,11,Morning,0.9,92,0.9,137,-0.2,0.03,0.0,0.39,0.39,Winter,No Holiday,Yes,58
228,2017-12-10,12,Sunday,1,12,Morning,2.3,88,0.3,245,0.5,0.28,0.0,0.31,0.31,Winter,No Holiday,Yes,119
229,2017-12-10,12,Sunday,1,13,Afternoon,3.3,87,1.1,230,1.3,0.54,0.0,0.21000000000000002,0.21000000000000002,Winter,No Holiday,Yes,182
230,2017-12-10,12,Sunday,1,14,Afternoon,4.2,85,0.7,325,1.8,0.65,0.0,0.13999999999999999,0.13999999999999999,Winter,No Holiday,Yes,235
231,2017-12-10,12,Sunday,1,15,Afternoon,6.7,63,4.5,715,0.1,0.35,0.0,0.1,0.1,Winter,No Holiday,Yes,180
232,2017-12-10,12,Sunday,1,16,Afternoon,5.4,71,3.5,622,0.5,0.2,0.0,0.05,0.05,Winter,No Holiday,Yes,214
233,2017-12-10,12,Sunday,1,17,Afternoon,3.6,65,4.3,1061,-2.3,0.03,0.0,0.04,0.04,Winter,No Holiday,Yes,226
234,2017-12-10,12,Sunday,1,18,Evening,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,210
235,2017-12-10,12,Sunday,1,19,Evening,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,181
236,2017-12-10,12,Sunday,1,20,Evening,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,165
237,2017-12-10,12,Sunday,1,21,Evening,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,167
238,2017-12-10,12,Sunday,1,22,Night,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,152
239,2017-12-10,12,Sunday,1,23,Night,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,148
240,2017-12-11,12,Monday,0,0,Dawn,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,125
241,2017-12-11,12,Monday,0,1,Dawn,-3.4,36,3.8,2000,-16.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,111
242,2017-12-11,12,Monday,0,2,Dawn,-4.2,35,3.4,2000,-17.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,67
243,2017-12-11,12,Monday,0,3,Dawn,-4.7,38,2.4,2000,-16.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,45
244,2017-12-11,12,Monday,0,4,Dawn,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,44
245,2017-12-11,12,Monday,0,5,Dawn,-5.6,38,3.2,1974,-17.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,86
246,2017-12-11,12,Monday,0,6,Dawn,-5.9,39,2.9,1979,-17.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,136
247,2017-12-11,12,Monday,0,7,Early Morning,-6.0,39,3.1,1996,-17.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,325
248,2017-12-11,12,Monday,0,8,Early Morning,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,0.0,Winter,No Holiday,Yes,653
249,2017-12-11,12,Monday,0,9,Early Morning,-5.9,36,5.1,1941,-18.6,0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,326
250,2017-12-11,12,Monday,0,10,Morning,-5.3,32,4.5,2000,-19.4,0.62,0.0,0.0,0.0,Winter,No Holiday,Yes,212
251,2017-12-11,12,Monday,0,11,Morning,-4.7,36,3.8,2000,-17.5,1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,226
252,2017-12-11,12,Monday,0,12,Morning,-5.2,33,4.6,1973,-19.0,1.26,0.0,0.0,0.0,Winter,No Holiday,Yes,247
253,2017-12-11,12,Monday,0,13,Afternoon,-5.4,32,5.1,1986,-19.5,1.24,0.0,0.0,0.0,Winter,No Holiday,Yes,241
254,2017-12-11,12,Monday,0,14,Afternoon,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,0.0,Winter,No Holiday,Yes,253
255,2017-12-11,12,Monday,0,15,Afternoon,-5.5,33,4.5,2000,-19.2,0.92,0.0,0.0,0.0,Winter,No Holiday,Yes,269
256,2017-12-11,12,Monday,0,16,Afternoon,-6.0,40,4.0,2000,-17.4,0.55,0.0,0.0,0.0,Winter,No Holiday,Yes,277
257,2017-12-11,12,Monday,0,17,Afternoon,-7.1,44,4.2,2000,-17.3,0.18,0.0,0.0,0.0,Winter,No Holiday,Yes,361
258,2017-12-11,12,Monday,0,18,Evening,-7.9,43,3.3,2000,-18.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,557
259,2017-12-11,12,Monday,0,19,Evening,-8.6,45,3.9,2000,-18.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,371
260,2017-12-11,12,Monday,0,20,Evening,-9.3,49,3.8,2000,-18.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,254
261,2017-12-11,12,Monday,0,21,Evening,-9.7,51,2.5,2000,-17.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,266
262,2017-12-11,12,Monday,0,22,Night,-10.2,50,3.0,2000,-18.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,222
263,2017-12-11,12,Monday,0,23,Night,-10.7,53,1.2,2000,-18.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,174
264,2017-12-12,12,Tuesday,0,0,Dawn,-11.0,51,1.1,2000,-19.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,133
265,2017-12-12,12,Tuesday,0,1,Dawn,-11.2,51,1.1,2000,-19.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,127
266,2017-12-12,12,Tuesday,0,2,Dawn,-11.5,50,0.7,2000,-19.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,95
267,2017-12-12,12,Tuesday,0,3,Dawn,-11.6,50,2.2,1995,-19.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,54
268,2017-12-12,12,Tuesday,0,4,Dawn,-11.6,47,2.1,1982,-20.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,46
269,2017-12-12,12,Tuesday,0,5,Dawn,-11.6,45,2.8,1951,-21.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,65
270,2017-12-12,12,Tuesday,0,6,Dawn,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,104
271,2017-12-12,12,Tuesday,0,7,Early Morning,-12.1,50,2.3,1929,-20.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,280
272,2017-12-12,12,Tuesday,0,8,Early Morning,-12.3,52,1.3,1914,-20.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,580
273,2017-12-12,12,Tuesday,0,9,Early Morning,-11.8,46,2.9,1956,-21.1,0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,275
274,2017-12-12,12,Tuesday,0,10,Morning,-10.5,45,3.3,1855,-20.1,0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,184
275,2017-12-12,12,Tuesday,0,11,Morning,-9.4,42,3.1,1815,-19.9,0.93,0.0,0.0,0.0,Winter,No Holiday,Yes,201
276,2017-12-12,12,Tuesday,0,12,Morning,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,0.0,Winter,No Holiday,Yes,228
277,2017-12-12,12,Tuesday,0,13,Afternoon,-6.9,37,2.4,1955,-19.1,1.22,0.0,0.0,0.0,Winter,No Holiday,Yes,225
278,2017-12-12,12,Tuesday,0,14,Afternoon,-5.4,32,2.0,1930,-19.5,1.12,0.0,0.0,0.0,Winter,No Holiday,Yes,258
279,2017-12-12,12,Tuesday,0,15,Afternoon,-5.8,30,2.8,2000,-20.6,0.92,0.0,0.0,0.0,Winter,No Holiday,Yes,250
280,2017-12-12,12,Tuesday,0,16,Afternoon,-6.0,29,2.8,1983,-21.2,0.58,0.0,0.0,0.0,Winter,No Holiday,Yes,248
281,2017-12-12,12,Tuesday,0,17,Afternoon,-7.0,32,2.6,2000,-20.9,0.19,0.0,0.0,0.0,Winter,No Holiday,Yes,305
282,2017-12-12,12,Tuesday,0,18,Evening,-7.7,36,1.0,2000,-20.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,529
283,2017-12-12,12,Tuesday,0,19,Evening,-8.2,43,1.1,2000,-18.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,350
284,2017-12-12,12,Tuesday,0,20,Evening,-8.4,42,1.0,2000,-19.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,260
285,2017-12-12,12,Tuesday,0,21,Evening,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,270
286,2017-12-12,12,Tuesday,0,22,Night,-9.0,45,1.3,1999,-18.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,256
287,2017-12-12,12,Tuesday,0,23,Night,-9.3,47,2.1,2000,-18.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,173
288,2017-12-13,12,Wednesday,0,0,Dawn,-9.5,48,1.3,1996,-18.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,168
289,2017-12-13,12,Wednesday,0,1,Dawn,-10.2,52,1.6,1997,-18.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,183
290,2017-12-13,12,Wednesday,0,2,Dawn,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,120
291,2017-12-13,12,Wednesday,0,3,Dawn,-10.9,55,1.8,1913,-18.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,79
292,2017-12-13,12,Wednesday,0,4,Dawn,-11.4,58,1.3,1907,-18.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,41
293,2017-12-13,12,Wednesday,0,5,Dawn,-11.5,58,1.1,1923,-18.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,68
294,2017-12-13,12,Wednesday,0,6,Dawn,-11.9,57,1.1,1974,-18.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,109
295,2017-12-13,12,Wednesday,0,7,Early Morning,-11.7,53,1.6,1998,-19.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,310
296,2017-12-13,12,Wednesday,0,8,Early Morning,-11.4,47,3.3,2000,-20.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,591
297,2017-12-13,12,Wednesday,0,9,Early Morning,-11.1,46,3.4,1981,-20.4,0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,340
298,2017-12-13,12,Wednesday,0,10,Morning,-9.5,39,2.1,1875,-20.9,0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,202
299,2017-12-13,12,Wednesday,0,11,Morning,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,0.0,Winter,No Holiday,Yes,251
300,2017-12-13,12,Wednesday,0,12,Morning,-6.5,30,2.9,1945,-21.2,1.17,0.0,0.0,0.0,Winter,No Holiday,Yes,267
301,2017-12-13,12,Wednesday,0,13,Afternoon,-5.8,28,2.9,1887,-21.4,1.23,0.0,0.0,0.0,Winter,No Holiday,Yes,251
302,2017-12-13,12,Wednesday,0,14,Afternoon,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,0.0,Winter,No Holiday,Yes,240
303,2017-12-13,12,Wednesday,0,15,Afternoon,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,0.0,Winter,No Holiday,Yes,240
304,2017-12-13,12,Wednesday,0,16,Afternoon,-4.5,26,2.2,2000,-21.1,0.56,0.0,0.0,0.0,Winter,No Holiday,Yes,278
305,2017-12-13,12,Wednesday,0,17,Afternoon,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,0.0,Winter,No Holiday,Yes,392
306,2017-12-13,12,Wednesday,0,18,Evening,-6.6,33,1.1,2000,-20.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,537
307,2017-12-13,12,Wednesday,0,19,Evening,-6.6,31,1.6,2000,-20.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,373
308,2017-12-13,12,Wednesday,0,20,Evening,-7.6,35,0.8,2000,-20.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,263
309,2017-12-13,12,Wednesday,0,21,Evening,-8.3,39,1.0,2000,-19.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,271
310,2017-12-13,12,Wednesday,0,22,Night,-8.9,39,0.1,2000,-20.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,271
311,2017-12-13,12,Wednesday,0,23,Night,-9.2,44,0.4,1978,-19.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,174
312,2017-12-14,12,Thursday,0,0,Dawn,-9.5,50,0.6,1953,-18.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,171
313,2017-12-14,12,Thursday,0,1,Dawn,-9.8,48,0.8,2000,-18.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,170
314,2017-12-14,12,Thursday,0,2,Dawn,-10.6,44,0.8,1903,-20.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,107
315,2017-12-14,12,Thursday,0,3,Dawn,-10.7,48,0.4,1651,-19.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,80
316,2017-12-14,12,Thursday,0,4,Dawn,-11.0,50,0.8,1718,-19.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,52
317,2017-12-14,12,Thursday,0,5,Dawn,-10.8,48,0.8,1648,-19.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,62
318,2017-12-14,12,Thursday,0,6,Dawn,-11.0,55,0.8,1541,-18.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,108
319,2017-12-14,12,Thursday,0,7,Early Morning,-10.9,57,1.1,1387,-17.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,279
320,2017-12-14,12,Thursday,0,8,Early Morning,-10.4,54,1.1,1432,-17.9,0.01,0.0,0.0,0.0,Winter,No Holiday,Yes,621
321,2017-12-14,12,Thursday,0,9,Early Morning,-9.4,44,0.5,1680,-19.4,0.13,0.0,0.0,0.0,Winter,No Holiday,Yes,305
322,2017-12-14,12,Thursday,0,10,Morning,-7.7,43,0.9,1555,-18.1,0.35,0.0,0.0,0.0,Winter,No Holiday,Yes,189
323,2017-12-14,12,Thursday,0,11,Morning,-6.1,38,1.0,1587,-18.1,0.52,0.0,0.0,0.0,Winter,No Holiday,Yes,247
324,2017-12-14,12,Thursday,0,12,Morning,-4.9,34,1.3,1768,-18.3,0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,278
325,2017-12-14,12,Thursday,0,13,Afternoon,-3.8,32,0.9,1827,-18.1,0.52,0.0,0.0,0.0,Winter,No Holiday,Yes,282
326,2017-12-14,12,Thursday,0,14,Afternoon,-2.7,28,0.7,1857,-18.7,0.65,0.0,0.0,0.0,Winter,No Holiday,Yes,294
327,2017-12-14,12,Thursday,0,15,Afternoon,-2.5,29,1.1,1667,-18.1,0.48,0.0,0.0,0.0,Winter,No Holiday,Yes,301
328,2017-12-14,12,Thursday,0,16,Afternoon,-2.4,28,0.9,1878,-18.4,0.35,0.0,0.0,0.0,Winter,No Holiday,Yes,335
329,2017-12-14,12,Thursday,0,17,Afternoon,-2.9,31,0.6,1723,-17.7,0.09,0.0,0.0,0.0,Winter,No Holiday,Yes,382
330,2017-12-14,12,Thursday,0,18,Evening,-3.5,35,1.1,1414,-16.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,612
331,2017-12-14,12,Thursday,0,19,Evening,-4.2,40,0.9,1216,-15.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,410
332,2017-12-14,12,Thursday,0,20,Evening,-4.8,43,1.1,1397,-15.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,277
333,2017-12-14,12,Thursday,0,21,Evening,-4.8,45,0.8,1351,-14.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,316
334,2017-12-14,12,Thursday,0,22,Night,-4.9,44,1.1,1369,-15.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,309
335,2017-12-14,12,Thursday,0,23,Night,-5.6,53,1.2,1290,-13.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,211
336,2017-12-15,12,Friday,0,0,Dawn,-5.7,53,0.6,1262,-13.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,227
337,2017-12-15,12,Friday,0,1,Dawn,-6.3,57,0.4,1148,-13.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,241
338,2017-12-15,12,Friday,0,2,Dawn,-6.8,58,0.4,1089,-13.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,162
339,2017-12-15,12,Friday,0,3,Dawn,-6.9,56,0.5,1111,-14.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,110
340,2017-12-15,12,Friday,0,4,Dawn,-7.1,59,0.8,1058,-13.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,69
341,2017-12-15,12,Friday,0,5,Dawn,-7.5,64,0.9,989,-13.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,68
342,2017-12-15,12,Friday,0,6,Dawn,-7.4,64,0.7,906,-13.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,129
343,2017-12-15,12,Friday,0,7,Early Morning,-7.0,63,0.6,865,-12.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,285
344,2017-12-15,12,Friday,0,8,Early Morning,-6.6,64,1.1,791,-12.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,658
345,2017-12-15,12,Friday,0,9,Early Morning,-5.9,60,0.6,691,-12.4,0.09,0.0,0.0,0.0,Winter,No Holiday,Yes,330
346,2017-12-15,12,Friday,0,10,Morning,-4.6,52,0.8,648,-12.9,0.34,0.0,0.0,0.0,Winter,No Holiday,Yes,221
347,2017-12-15,12,Friday,0,11,Morning,-2.9,46,1.0,809,-12.9,0.42,0.0,0.0,0.0,Winter,No Holiday,Yes,279
348,2017-12-15,12,Friday,0,12,Morning,-2.5,43,0.7,895,-13.3,0.34,0.0,0.0,0.0,Winter,No Holiday,Yes,309
349,2017-12-15,12,Friday,0,13,Afternoon,-1.6,40,0.3,868,-13.4,0.32,0.0,0.0,0.0,Winter,No Holiday,Yes,325
350,2017-12-15,12,Friday,0,14,Afternoon,-0.7,39,0.8,826,-12.9,0.35,0.0,0.0,0.0,Winter,No Holiday,Yes,329
351,2017-12-15,12,Friday,0,15,Afternoon,0.1,35,1.5,946,-13.5,0.42,0.0,0.0,0.0,Winter,No Holiday,Yes,342
352,2017-12-15,12,Friday,0,16,Afternoon,0.0,37,0.6,994,-12.9,0.13,0.0,0.0,0.0,Winter,No Holiday,Yes,354
353,2017-12-15,12,Friday,0,17,Afternoon,-0.2,39,0.8,1016,-12.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,464
354,2017-12-15,12,Friday,0,18,Evening,0.1,43,0.9,1485,-11.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,682
355,2017-12-15,12,Friday,0,19,Evening,0.6,41,1.2,1550,-11.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,451
356,2017-12-15,12,Friday,0,20,Evening,0.9,42,1.2,1113,-10.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,320
357,2017-12-15,12,Friday,0,21,Evening,0.7,47,2.7,1283,-9.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,300
358,2017-12-15,12,Friday,0,22,Night,-0.1,49,2.0,870,-9.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,296
359,2017-12-15,12,Friday,0,23,Night,-1.3,60,2.5,792,-8.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,247
360,2017-12-16,12,Saturday,1,0,Dawn,-2.6,73,3.4,787,-6.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,217
361,2017-12-16,12,Saturday,1,1,Dawn,-3.4,76,2.9,582,-7.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,302
362,2017-12-16,12,Saturday,1,2,Dawn,-4.1,73,2.1,567,-8.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,228
363,2017-12-16,12,Saturday,1,3,Dawn,-4.5,71,1.6,651,-8.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,129
364,2017-12-16,12,Saturday,1,4,Dawn,-5.0,70,2.7,702,-9.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,80
365,2017-12-16,12,Saturday,1,5,Dawn,-5.6,72,2.0,662,-9.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,45
