id,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
17685,2018-06-22,6,Friday,0,2,Dawn,19.8,80,1.5,370,16.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,602
12567,2018-09-14,9,Friday,0,16,Afternoon,26.3,57,1.6,2000,17.0,0.72,0.0,0.0,0.0,Autumn,No Holiday,Yes,1503
12183,2018-11-19,11,Monday,0,5,Dawn,4.1,70,1.0,1100,-0.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,167
15408,2017-12-20,12,Wednesday,0,2,Dawn,-7.8,68,0.9,1642,-12.6,0.0,0.0,0.2,0.2,Winter,No Holiday,Yes,108
12319,2018-06-15,6,Friday,0,4,Dawn,18.0,93,1.6,627,16.8,0.0,10.5,0.0,10.5,Summer,No Holiday,Yes,72
15794,2018-01-11,1,Thursday,0,4,Dawn,-11.5,57,2.3,1899,-18.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,33
12890,2018-08-16,8,Thursday,0,23,Night,25.0,44,2.2,2000,11.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1446
10517,2018-02-18,2,Sunday,1,20,Evening,0.6,33,1.9,2000,-13.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,213
10081,2018-05-18,5,Friday,0,8,Early Morning,16.4,98,0.3,514,16.0,0.11,0.0,0.0,0.0,Spring,No Holiday,Yes,400
14707,2018-05-03,5,Thursday,0,6,Dawn,7.9,86,2.0,1070,5.6,0.01,0.0,0.0,0.0,Spring,No Holiday,Yes,469
12017,2018-01-09,1,Tuesday,0,14,Afternoon,-1.8,45,3.7,1922,-12.1,1.06,0.0,0.02,0.02,Winter,No Holiday,Yes,265
13437,2018-11-20,11,Tuesday,0,6,Dawn,0.7,50,1.0,2000,-8.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,369
12112,2018-03-09,3,Friday,0,18,Evening,7.0,55,2.0,705,-1.4,0.35,0.0,0.0,0.0,Spring,No Holiday,Yes,1231
17682,2018-04-13,4,Friday,0,0,Dawn,11.4,22,1.5,2000,-9.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,525
11335,2018-03-24,3,Saturday,1,12,Morning,10.6,52,3.1,390,1.1,2.27,0.0,0.0,0.0,Spring,No Holiday,Yes,806
12649,2018-01-30,1,Tuesday,0,14,Afternoon,-1.1,46,2.1,1437,-11.2,0.72,0.0,0.0,0.0,Winter,No Holiday,Yes,238
12580,2018-11-15,11,Thursday,0,8,Early Morning,5.3,75,1.0,808,1.2,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1686
11560,2018-05-21,5,Monday,0,21,Evening,17.7,63,0.5,1324,10.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2065
18006,2018-05-18,5,Friday,0,18,Evening,17.5,79,1.5,2000,13.8,0.57,0.0,0.0,0.0,Spring,No Holiday,Yes,2261
11119,2017-12-11,12,Monday,0,0,Dawn,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,125
12704,2018-05-29,5,Tuesday,0,3,Dawn,20.0,58,1.8,1279,11.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,285
12739,2018-06-01,6,Friday,0,13,Afternoon,29.4,33,2.2,1535,11.4,3.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1093
16785,2018-01-04,1,Thursday,0,23,Night,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,221
13318,2018-08-01,8,Wednesday,0,4,Dawn,28.5,69,0.3,2000,22.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,250
14585,2018-08-27,8,Monday,0,19,Evening,24.7,83,0.4,2000,21.6,0.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1615
10851,2018-04-11,4,Wednesday,0,1,Dawn,13.6,81,3.6,886,10.3,0.0,0.0,0.0,0.0,Spring,No Holiday,No,0
15598,2018-02-07,2,Wednesday,0,17,Afternoon,-2.3,20,2.2,1994,-22.2,0.77,0.0,0.0,0.0,Winter,No Holiday,Yes,320
17088,2018-07-20,7,Friday,0,23,Night,28.2,70,1.3,1811,22.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1426
16488,2018-07-31,7,Tuesday,0,7,Early Morning,27.9,60,1.1,1983,19.4,0.28,0.0,0.0,0.0,Summer,No Holiday,Yes,1091
16044,2018-09-30,9,Sunday,1,10,Morning,20.7,62,1.3,1679,13.1,1.41,0.0,0.0,0.0,Autumn,No Holiday,No,0
11349,2018-02-27,2,Tuesday,0,9,Early Morning,2.5,51,1.0,866,-6.6,0.07,0.0,0.0,0.0,Winter,No Holiday,Yes,455
10173,2018-05-23,5,Wednesday,0,9,Early Morning,16.0,60,1.9,1992,8.2,1.98,0.0,0.0,0.0,Spring,No Holiday,Yes,1125
11357,2018-06-14,6,Thursday,0,2,Dawn,20.8,73,0.8,829,15.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,453
13820,2018-06-16,6,Saturday,1,10,Morning,21.8,46,0.9,1927,9.6,2.46,0.0,0.0,0.0,Summer,No Holiday,Yes,1166
14983,2018-03-03,3,Saturday,1,5,Dawn,0.8,39,1.0,1463,-11.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,55
13822,2018-03-10,3,Saturday,1,22,Night,5.0,75,2.2,1084,0.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,421
17382,2018-02-27,2,Tuesday,0,12,Morning,5.4,37,0.7,815,-8.1,0.43,0.0,0.0,0.0,Winter,No Holiday,Yes,353
14651,2018-01-08,1,Monday,0,4,Dawn,1.0,43,0.8,1253,-10.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,46
15175,2018-04-06,4,Friday,0,0,Dawn,7.2,95,0.9,861,6.4,0.0,0.5,0.0,0.5,Spring,No Holiday,Yes,56
11446,2018-11-02,11,Friday,0,8,Early Morning,4.7,72,1.0,1306,0.0,0.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,1906
13327,2017-12-05,12,Tuesday,0,23,Night,-2.5,59,0.0,1210,-9.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,244
15098,2018-06-25,6,Monday,0,5,Dawn,21.5,84,0.3,569,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,338
11348,2018-05-16,5,Wednesday,0,1,Dawn,24.1,67,0.5,686,17.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,502
11611,2018-08-06,8,Monday,0,11,Morning,31.3,70,1.0,1227,25.1,1.89,0.0,0.0,0.0,Summer,No Holiday,Yes,569
15013,2018-07-22,7,Sunday,1,14,Afternoon,37.4,34,2.3,1860,18.8,3.05,0.0,0.0,0.0,Summer,No Holiday,Yes,565
17263,2018-05-24,5,Thursday,0,7,Early Morning,12.5,61,1.3,1818,5.1,0.42,0.0,0.0,0.0,Spring,No Holiday,Yes,1390
15078,2018-02-02,2,Friday,0,17,Afternoon,2.0,25,2.3,1998,-16.0,0.34,0.0,0.0,0.0,Winter,No Holiday,Yes,382
16219,2018-07-06,7,Friday,0,12,Morning,25.7,57,1.9,2000,16.5,2.32,0.0,0.0,0.0,Summer,No Holiday,Yes,1216
13293,2018-07-25,7,Wednesday,0,22,Night,28.8,76,2.8,1231,24.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1767
15915,2018-05-05,5,Saturday,1,9,Early Morning,16.1,50,2.6,1628,5.6,1.52,0.0,0.0,0.0,Spring,No Holiday,Yes,759
13046,2018-02-13,2,Tuesday,0,22,Night,2.6,57,3.1,2000,-5.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,291
10848,2018-08-07,8,Tuesday,0,17,Afternoon,35.6,44,2.4,1860,21.4,1.69,0.0,0.0,0.0,Summer,No Holiday,Yes,1232
17863,2018-08-21,8,Tuesday,0,14,Afternoon,28.5,58,2.6,1965,19.4,1.93,0.0,0.0,0.0,Summer,No Holiday,Yes,788
15659,2018-08-30,8,Thursday,0,11,Morning,26.2,82,2.6,834,22.8,0.59,0.0,0.0,0.0,Summer,No Holiday,Yes,716
12646,2018-09-23,9,Sunday,1,17,Afternoon,24.1,41,2.4,2000,10.0,1.17,0.0,0.0,0.0,Autumn,Holiday,Yes,1591
12299,2018-09-15,9,Saturday,1,9,Early Morning,22.7,72,1.2,2000,17.3,0.59,0.0,0.0,0.0,Autumn,No Holiday,Yes,934
12590,2018-03-07,3,Wednesday,0,15,Afternoon,10.2,34,2.3,1919,-4.9,1.19,0.0,0.0,0.0,Spring,No Holiday,Yes,620
14798,2018-09-18,9,Tuesday,0,12,Morning,24.7,43,1.8,1809,11.2,1.75,0.0,0.0,0.0,Autumn,No Holiday,No,0
17693,2018-06-21,6,Thursday,0,15,Afternoon,28.3,40,3.2,1619,13.4,2.96,0.0,0.0,0.0,Summer,No Holiday,Yes,1276
17375,2018-05-06,5,Sunday,1,11,Morning,15.5,97,0.8,459,15.0,0.4,3.5,0.0,3.5,Spring,No Holiday,Yes,10
11111,2018-02-14,2,Wednesday,0,21,Evening,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,216
14148,2018-04-23,4,Monday,0,4,Dawn,9.5,95,2.4,410,8.7,0.0,3.5,0.0,3.5,Spring,No Holiday,Yes,2
13574,2018-06-25,6,Monday,0,2,Dawn,22.3,80,0.8,709,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,424
14859,2018-06-25,6,Monday,0,21,Evening,27.9,55,0.5,1083,18.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2372
18649,2018-05-18,5,Friday,0,21,Evening,15.3,73,2.3,2000,10.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1263
18066,2018-10-30,10,Tuesday,0,18,Evening,8.4,52,2.6,2000,-0.9,0.03,0.0,0.0,0.0,Autumn,No Holiday,Yes,2074
13250,2018-04-21,4,Saturday,1,17,Afternoon,23.2,12,3.6,2000,-7.8,1.69,0.0,0.0,0.0,Spring,No Holiday,Yes,2032
16406,2018-06-12,6,Tuesday,0,3,Dawn,17.5,87,0.5,1995,15.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,206
16318,2018-02-13,2,Tuesday,0,17,Afternoon,3.5,46,3.1,1992,-7.0,0.39,0.0,0.0,0.0,Winter,No Holiday,Yes,410
10769,2018-10-23,10,Tuesday,0,14,Afternoon,15.1,71,0.9,973,9.8,1.62,0.0,0.0,0.0,Autumn,No Holiday,Yes,837
11379,2018-04-20,4,Friday,0,0,Dawn,12.4,56,0.5,1028,3.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,553
13769,2018-10-28,10,Sunday,1,7,Early Morning,6.9,88,0.9,1991,5.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,134
10381,2017-12-05,12,Tuesday,0,16,Afternoon,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,435
16034,2018-06-26,6,Tuesday,0,3,Dawn,25.4,50,1.1,870,14.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,353
18727,2018-08-26,8,Sunday,1,12,Morning,28.9,42,2.0,1975,14.6,2.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1070
14393,2018-11-05,11,Monday,0,23,Night,10.9,82,0.1,346,7.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,829
15118,2018-09-23,9,Sunday,1,18,Evening,22.3,53,2.7,2000,12.2,0.44,0.0,0.0,0.0,Autumn,Holiday,Yes,1492
18314,2018-09-25,9,Tuesday,0,7,Early Morning,10.8,72,0.9,2000,5.9,0.03,0.0,0.0,0.0,Autumn,Holiday,Yes,262
18363,2018-10-15,10,Monday,0,7,Early Morning,11.5,81,0.8,960,8.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1271
16720,2018-03-10,3,Saturday,1,17,Afternoon,7.7,46,2.8,1635,-3.2,1.05,0.0,0.0,0.0,Spring,No Holiday,Yes,829
17657,2017-12-20,12,Wednesday,0,15,Afternoon,-0.2,45,1.0,1852,-10.7,0.41,0.0,0.16,0.16,Winter,No Holiday,Yes,240
12807,2018-01-06,1,Saturday,1,9,Early Morning,-5.8,49,1.4,1728,-14.8,0.16,0.0,0.0,0.0,Winter,No Holiday,Yes,221
17694,2018-01-05,1,Friday,0,12,Morning,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,0.0,Winter,No Holiday,Yes,362
10590,2018-02-06,2,Tuesday,0,14,Afternoon,-7.0,26,4.4,1986,-23.3,2.24,0.0,0.0,0.0,Winter,No Holiday,Yes,147
11661,2018-10-06,10,Saturday,1,21,Evening,18.5,78,0.1,2000,14.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1731
11609,2018-05-17,5,Thursday,0,21,Evening,20.5,97,1.1,726,20.0,0.0,4.0,0.0,4.0,Spring,No Holiday,Yes,18
18561,2017-12-14,12,Thursday,0,5,Dawn,-10.8,48,0.8,1648,-19.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,62
17012,2018-06-21,6,Thursday,0,2,Dawn,20.2,82,0.9,575,17.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,539
11535,2018-10-23,10,Tuesday,0,18,Evening,14.5,71,2.1,1235,9.2,0.06,0.0,0.0,0.0,Autumn,No Holiday,Yes,2415
17150,2017-12-10,12,Sunday,1,11,Morning,0.9,92,0.9,137,-0.2,0.03,0.0,0.39,0.39,Winter,No Holiday,Yes,58
16311,2018-02-27,2,Tuesday,0,16,Afternoon,6.9,54,1.1,692,-1.7,0.32,0.0,0.0,0.0,Winter,No Holiday,Yes,411
11390,2018-09-30,9,Sunday,1,18,Evening,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,0.0,Autumn,No Holiday,No,0
13147,2018-09-08,9,Saturday,1,17,Afternoon,27.2,35,1.7,2000,10.3,1.32,0.0,0.0,0.0,Autumn,No Holiday,Yes,2167
14453,2018-06-01,6,Friday,0,1,Dawn,19.5,65,0.4,1662,12.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,776
13317,2017-12-07,12,Thursday,0,16,Afternoon,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,0.0,Winter,No Holiday,Yes,471
18474,2018-03-17,3,Saturday,1,1,Dawn,3.0,52,0.7,2000,-5.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,366
15077,2018-06-20,6,Wednesday,0,14,Afternoon,27.5,47,2.7,990,15.1,3.24,0.0,0.0,0.0,Summer,No Holiday,Yes,1158
16055,2018-07-11,7,Wednesday,0,3,Dawn,24.5,97,0.8,263,23.9,0.0,0.5,0.0,0.5,Summer,No Holiday,Yes,157
18121,2018-05-23,5,Wednesday,0,15,Afternoon,23.0,29,2.9,1876,3.9,3.11,0.0,0.0,0.0,Spring,No Holiday,Yes,1332
12800,2018-05-28,5,Monday,0,5,Dawn,16.6,0,0.9,1361,9.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,247
18742,2017-12-06,12,Wednesday,0,4,Dawn,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.04,0.04,Winter,No Holiday,Yes,58
14702,2018-11-30,11,Friday,0,1,Dawn,1.3,63,2.0,1379,-4.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,456
13903,2018-11-23,11,Friday,0,0,Dawn,-0.3,41,3.1,2000,-11.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,470
14095,2018-09-29,9,Saturday,1,15,Afternoon,26.5,33,1.4,2000,8.9,2.25,0.0,0.0,0.0,Autumn,No Holiday,Yes,2065
16559,2017-12-22,12,Friday,0,8,Early Morning,-0.4,69,0.5,904,-5.4,0.0,0.0,0.06999999999999999,0.06999999999999999,Winter,Holiday,Yes,544
12965,2018-11-01,11,Thursday,0,23,Night,7.8,63,0.4,1547,1.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,806
15311,2018-09-07,9,Friday,0,6,Dawn,20.2,70,1.6,1690,14.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,624
14540,2018-10-12,10,Friday,0,20,Evening,11.8,53,1.5,2000,2.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1440
18689,2018-08-29,8,Wednesday,0,20,Evening,23.4,98,0.6,70,23.0,0.0,21.0,0.0,21.0,Summer,No Holiday,Yes,19
11396,2018-07-12,7,Thursday,0,13,Afternoon,27.7,76,2.6,1258,23.0,1.0,0.0,0.0,0.0,Summer,No Holiday,Yes,959
14852,2018-04-08,4,Sunday,1,20,Evening,2.7,90,1.5,639,1.2,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,93
13978,2018-01-24,1,Wednesday,0,1,Dawn,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.09,0.09,Winter,No Holiday,Yes,89
15507,2018-10-08,10,Monday,0,13,Afternoon,20.2,28,1.3,2000,1.0,2.25,0.0,0.0,0.0,Autumn,No Holiday,Yes,1303
18483,2018-04-29,4,Sunday,1,19,Evening,18.1,38,2.8,932,3.5,0.16,0.0,0.0,0.0,Spring,No Holiday,Yes,1712
11461,2018-10-04,10,Thursday,0,6,Dawn,13.2,73,1.1,1900,8.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
15987,2018-04-24,4,Tuesday,0,4,Dawn,9.5,94,1.2,2000,8.5,0.0,0.5,0.0,0.5,Spring,No Holiday,Yes,34
13021,2018-03-13,3,Tuesday,0,11,Morning,12.6,49,1.4,988,2.1,0.84,0.0,0.0,0.0,Spring,No Holiday,Yes,571
10523,2018-09-02,9,Sunday,1,20,Evening,26.9,56,1.6,2000,17.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1838
10695,2018-10-16,10,Tuesday,0,20,Evening,14.8,68,2.0,1502,8.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1568
10037,2018-02-11,2,Sunday,1,8,Early Morning,-9.4,29,1.9,1967,-24.1,0.03,0.0,0.0,0.0,Winter,No Holiday,Yes,81
16840,2018-02-26,2,Monday,0,1,Dawn,-1.2,63,0.9,1846,-7.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,122
14853,2018-10-09,10,Tuesday,0,13,Afternoon,19.2,39,1.0,2000,4.8,1.66,0.0,0.0,0.0,Autumn,Holiday,No,0
16357,2018-05-30,5,Wednesday,0,4,Dawn,18.3,84,0.9,409,15.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,167
18193,2018-03-30,3,Friday,0,14,Afternoon,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,0.0,Spring,No Holiday,Yes,965
13956,2018-08-16,8,Thursday,0,13,Afternoon,35.1,39,2.0,2000,19.0,3.45,0.0,0.0,0.0,Summer,No Holiday,Yes,652
11840,2018-02-01,2,Thursday,0,17,Afternoon,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,0.0,Winter,No Holiday,Yes,341
12184,2018-07-17,7,Tuesday,0,2,Dawn,25.3,78,1.0,2000,21.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,497
16923,2018-05-29,5,Tuesday,0,18,Evening,23.1,68,2.9,1506,16.8,0.42,0.0,0.0,0.0,Spring,No Holiday,Yes,2154
12491,2018-11-17,11,Saturday,1,14,Afternoon,9.7,34,1.9,1786,-5.4,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,969
16326,2018-08-01,8,Wednesday,0,23,Night,32.3,67,1.0,1592,25.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1046
15572,2018-04-05,4,Thursday,0,16,Afternoon,8.1,96,1.5,281,7.4,0.21,1.0,0.0,1.0,Spring,No Holiday,Yes,31
16876,2018-11-23,11,Friday,0,11,Morning,4.3,25,2.0,1958,-14.0,1.56,0.0,0.0,0.0,Autumn,No Holiday,Yes,635
13550,2018-01-13,1,Saturday,1,13,Afternoon,-2.5,62,1.4,1087,-8.7,0.66,0.0,0.0,0.0,Winter,No Holiday,Yes,212
14639,2018-08-24,8,Friday,0,22,Night,23.5,79,2.9,1860,19.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1202
15958,2018-03-12,3,Monday,0,14,Afternoon,14.9,34,2.8,403,-0.8,2.22,0.0,0.0,0.0,Spring,No Holiday,Yes,603
17663,2018-01-10,1,Wednesday,0,13,Afternoon,-5.1,43,4.7,1901,-15.7,1.18,0.0,0.04,0.04,Winter,No Holiday,Yes,207
10539,2018-06-19,6,Tuesday,0,17,Afternoon,25.1,51,2.4,1714,14.2,1.15,0.0,0.0,0.0,Summer,No Holiday,Yes,2328
17199,2018-06-15,6,Friday,0,9,Early Morning,20.1,65,1.4,2000,13.3,0.93,0.0,0.0,0.0,Summer,No Holiday,Yes,1170
13410,2018-05-28,5,Monday,0,12,Morning,26.3,44,1.8,2000,13.0,3.24,0.0,0.0,0.0,Spring,No Holiday,Yes,1139
11009,2018-01-14,1,Sunday,1,22,Night,2.8,60,0.6,829,-4.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,196
11038,2018-09-25,9,Tuesday,0,1,Dawn,13.8,60,0.8,2000,6.1,0.0,0.0,0.0,0.0,Autumn,Holiday,Yes,408
14671,2018-10-10,10,Wednesday,0,11,Morning,12.7,50,3.3,1999,2.5,1.61,0.0,0.0,0.0,Autumn,No Holiday,Yes,914
11429,2018-02-21,2,Wednesday,0,22,Night,-2.2,55,1.4,2000,-10.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,299
15679,2018-05-01,5,Tuesday,0,16,Afternoon,22.6,63,3.1,551,15.1,0.88,0.0,0.0,0.0,Spring,Holiday,Yes,1759
10663,2018-06-24,6,Sunday,1,0,Dawn,22.0,81,1.6,374,18.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,849
18047,2018-07-28,7,Saturday,1,17,Afternoon,28.2,83,1.3,1099,25.0,0.11,0.0,0.0,0.0,Summer,No Holiday,Yes,863
13235,2018-11-29,11,Thursday,0,4,Dawn,2.1,33,0.5,1981,-12.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,107
15850,2018-10-05,10,Friday,0,23,Night,16.3,91,1.8,1811,14.8,0.0,0.5,0.0,0.5,Autumn,No Holiday,Yes,4
14756,2018-08-09,8,Thursday,0,15,Afternoon,31.2,67,2.7,1368,24.3,1.39,0.0,0.0,0.0,Summer,No Holiday,Yes,644
13542,2018-07-14,7,Saturday,1,18,Evening,31.1,55,2.2,1897,20.9,1.05,0.0,0.0,0.0,Summer,No Holiday,Yes,1624
10003,2018-03-20,3,Tuesday,0,11,Morning,8.4,34,3.6,1966,-6.5,2.36,0.0,0.0,0.0,Spring,No Holiday,Yes,488
15985,2018-03-21,3,Wednesday,0,6,Dawn,1.4,42,1.7,2000,-10.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,209
14516,2018-04-06,4,Friday,0,17,Afternoon,6.3,50,4.4,707,-3.3,0.64,0.0,0.0,0.0,Spring,No Holiday,Yes,776
10878,2018-05-13,5,Sunday,1,17,Afternoon,19.4,63,2.6,1099,12.1,1.61,0.0,0.0,0.0,Spring,No Holiday,Yes,2410
15719,2018-11-13,11,Tuesday,0,9,Early Morning,6.0,59,1.0,719,-1.4,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,990
13613,2018-02-28,2,Wednesday,0,9,Early Morning,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,0.0,Winter,No Holiday,Yes,419
15055,2018-01-29,1,Monday,0,4,Dawn,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,26
11725,2018-06-22,6,Friday,0,7,Early Morning,18.8,66,1.1,814,12.3,0.46,0.0,0.0,0.0,Summer,No Holiday,Yes,1529
17001,2018-08-19,8,Sunday,1,1,Dawn,25.0,57,0.9,2000,15.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,844
17218,2018-04-07,4,Saturday,1,2,Dawn,1.8,81,2.9,325,-1.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,123
16977,2018-03-15,3,Thursday,0,2,Dawn,16.5,68,1.3,1724,10.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,203
10096,2018-04-28,4,Saturday,1,18,Evening,18.9,30,2.6,1995,0.9,1.05,0.0,0.0,0.0,Spring,No Holiday,Yes,1882
12368,2018-01-12,1,Friday,0,9,Early Morning,-14.9,40,1.2,1999,-25.5,0.16,0.0,0.0,0.0,Winter,No Holiday,Yes,196
15110,2018-03-02,3,Friday,0,0,Dawn,-4.3,53,2.6,1334,-12.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,156
16990,2018-05-11,5,Friday,0,10,Morning,16.4,64,2.4,423,9.5,2.05,0.0,0.0,0.0,Spring,No Holiday,Yes,816
16176,2018-07-02,7,Monday,0,19,Evening,24.1,93,2.1,1118,22.8,0.23,1.5,0.0,1.5,Summer,No Holiday,Yes,44
15263,2018-04-11,4,Wednesday,0,6,Dawn,9.0,86,2.0,442,6.7,0.0,0.0,0.0,0.0,Spring,No Holiday,No,0
12481,2018-05-09,5,Wednesday,0,18,Evening,20.6,41,2.3,2000,6.8,1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,3130
18155,2018-09-18,9,Tuesday,0,1,Dawn,19.3,71,0.4,1912,13.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
12687,2018-02-14,2,Wednesday,0,8,Early Morning,2.1,65,1.1,1559,-3.8,0.01,0.0,0.0,0.0,Winter,No Holiday,Yes,606
13821,2018-09-28,9,Friday,0,12,Morning,19.0,52,1.2,2000,8.9,0.98,0.0,0.0,0.0,Autumn,No Holiday,No,0
18522,2018-01-25,1,Thursday,0,20,Evening,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.05,0.05,Winter,No Holiday,Yes,141
13756,2018-08-25,8,Saturday,1,12,Morning,27.9,55,2.9,1922,18.0,1.49,0.0,0.0,0.0,Summer,No Holiday,Yes,1070
16138,2018-11-05,11,Monday,0,8,Early Morning,7.2,80,0.8,515,3.9,0.13,0.0,0.0,0.0,Autumn,No Holiday,Yes,1975
13919,2018-04-09,4,Monday,0,14,Afternoon,13.9,26,2.5,1537,-5.3,2.99,0.0,0.0,0.0,Spring,No Holiday,Yes,921
16455,2018-07-23,7,Monday,0,0,Dawn,30.6,50,2.3,1631,18.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,792
17892,2018-05-03,5,Thursday,0,5,Dawn,7.0,85,0.8,2000,4.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,163
15672,2018-11-15,11,Thursday,0,18,Evening,12.1,46,1.4,799,0.8,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,2034
11474,2018-05-15,5,Tuesday,0,12,Morning,26.3,36,1.1,1133,10.0,2.88,0.0,0.0,0.0,Spring,No Holiday,Yes,1058
15107,2018-09-24,9,Monday,0,19,Evening,18.6,54,2.7,2000,9.0,0.01,0.0,0.0,0.0,Autumn,Holiday,Yes,1280
13752,2018-01-26,1,Friday,0,1,Dawn,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.05,0.05,Winter,No Holiday,Yes,93
14378,2018-05-26,5,Saturday,1,23,Night,20.7,63,0.8,1130,13.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1330
15269,2018-09-30,9,Sunday,1,12,Morning,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
