Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,id
21/06/2018,1276,15,28.3,40,3.2,1619,13.4,2.96,0.0,0.0,Summer,No Holiday,Yes,17693
06/05/2018,10,11,15.5,97,0.8,459,15.0,0.4,3.5,0.0,Spring,No Holiday,Yes,17375
14/02/2018,216,21,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,11111
23/04/2018,2,4,9.5,95,2.4,410,8.7,0.0,3.5,0.0,Spring,No Holiday,Yes,14148
25/06/2018,424,2,22.3,80,0.8,709,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,13574
25/06/2018,2372,21,27.9,55,0.5,1083,18.0,0.0,0.0,0.0,Summer,No Holiday,Yes,14859
18/05/2018,1263,21,15.3,73,2.3,2000,10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,18649
30/10/2018,2074,18,8.4,52,2.6,2000,-0.9,0.03,0.0,0.0,Autumn,No Holiday,Yes,18066
21/04/2018,2032,17,23.2,12,3.6,2000,-7.8,1.69,0.0,0.0,Spring,No Holiday,Yes,13250
12/06/2018,206,3,17.5,87,0.5,1995,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,16406
13/02/2018,410,17,3.5,46,3.1,1992,-7.0,0.39,0.0,0.0,Winter,No Holiday,Yes,16318
23/10/2018,837,14,15.1,71,0.9,973,9.8,1.62,0.0,0.0,Autumn,No Holiday,Yes,10769
20/04/2018,553,0,12.4,56,0.5,1028,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,11379
28/10/2018,134,7,6.9,88,0.9,1991,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,13769
05/12/2017,435,16,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,10381
26/06/2018,353,3,25.4,50,1.1,870,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,16034
26/08/2018,1070,12,28.9,42,2.0,1975,14.6,2.5,0.0,0.0,Summer,No Holiday,Yes,18727
05/11/2018,829,23,10.9,82,0.1,346,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,14393
23/09/2018,1492,18,22.3,53,2.7,2000,12.2,0.44,0.0,0.0,Autumn,Holiday,Yes,15118
25/09/2018,262,7,10.8,72,0.9,2000,5.9,0.03,0.0,0.0,Autumn,Holiday,Yes,18314
15/10/2018,1271,7,11.5,81,0.8,960,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,18363
10/03/2018,829,17,7.7,46,2.8,1635,-3.2,1.05,0.0,0.0,Spring,No Holiday,Yes,16720
20/12/2017,240,15,-0.2,45,1.0,1852,-10.7,0.41,0.0,1.6,Winter,No Holiday,Yes,17657
06/01/2018,221,9,-5.8,49,1.4,1728,-14.8,0.16,0.0,0.0,Winter,No Holiday,Yes,12807
05/01/2018,362,12,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,Winter,No Holiday,Yes,17694
06/02/2018,147,14,-7.0,26,4.4,1986,-23.3,2.24,0.0,0.0,Winter,No Holiday,Yes,10590
06/10/2018,1731,21,18.5,78,0.1,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,11661
17/05/2018,18,21,20.5,97,1.1,726,20.0,0.0,4.0,0.0,Spring,No Holiday,Yes,11609
14/12/2017,62,5,-10.8,48,0.8,1648,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,18561
21/06/2018,539,2,20.2,82,0.9,575,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes,17012
23/10/2018,2415,18,14.5,71,2.1,1235,9.2,0.06,0.0,0.0,Autumn,No Holiday,Yes,11535
10/12/2017,58,11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,Winter,No Holiday,Yes,17150
27/02/2018,411,16,6.9,54,1.1,692,-1.7,0.32,0.0,0.0,Winter,No Holiday,Yes,16311
30/09/2018,0,18,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,Autumn,No Holiday,No,11390
08/09/2018,2167,17,27.2,35,1.7,2000,10.3,1.32,0.0,0.0,Autumn,No Holiday,Yes,13147
01/06/2018,776,1,19.5,65,0.4,1662,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,14453
07/12/2017,471,16,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,Winter,No Holiday,Yes,13317
17/03/2018,366,1,3.0,52,0.7,2000,-5.9,0.0,0.0,0.0,Spring,No Holiday,Yes,18474
20/06/2018,1158,14,27.5,47,2.7,990,15.1,3.24,0.0,0.0,Summer,No Holiday,Yes,15077
11/07/2018,157,3,24.5,97,0.8,263,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,16055
23/05/2018,1332,15,23.0,29,2.9,1876,3.9,3.11,0.0,0.0,Spring,No Holiday,Yes,18121
28/05/2018,247,5,16.6,0,0.9,1361,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,12800
06/12/2017,58,4,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes,18742
30/11/2018,456,1,1.3,63,2.0,1379,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,14702
23/11/2018,470,0,-0.3,41,3.1,2000,-11.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,13903
29/09/2018,2065,15,26.5,33,1.4,2000,8.9,2.25,0.0,0.0,Autumn,No Holiday,Yes,14095
22/12/2017,544,8,-0.4,69,0.5,904,-5.4,0.0,0.0,0.7,Winter,Holiday,Yes,16559
01/11/2018,806,23,7.8,63,0.4,1547,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,12965
07/09/2018,624,6,20.2,70,1.6,1690,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,15311
12/10/2018,1440,20,11.8,53,1.5,2000,2.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,14540
29/08/2018,19,20,23.4,98,0.6,70,23.0,0.0,21.0,0.0,Summer,No Holiday,Yes,18689
12/07/2018,959,13,27.7,76,2.6,1258,23.0,1.0,0.0,0.0,Summer,No Holiday,Yes,11396
08/04/2018,93,20,2.7,90,1.5,639,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,14852
24/01/2018,89,1,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.9,Winter,No Holiday,Yes,13978
08/10/2018,1303,13,20.2,28,1.3,2000,1.0,2.25,0.0,0.0,Autumn,No Holiday,Yes,15507
29/04/2018,1712,19,18.1,38,2.8,932,3.5,0.16,0.0,0.0,Spring,No Holiday,Yes,18483
04/10/2018,0,6,13.2,73,1.1,1900,8.4,0.0,0.0,0.0,Autumn,No Holiday,No,11461
24/04/2018,34,4,9.5,94,1.2,2000,8.5,0.0,0.5,0.0,Spring,No Holiday,Yes,15987
13/03/2018,571,11,12.6,49,1.4,988,2.1,0.84,0.0,0.0,Spring,No Holiday,Yes,13021
02/09/2018,1838,20,26.9,56,1.6,2000,17.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,10523
16/10/2018,1568,20,14.8,68,2.0,1502,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,10695
11/02/2018,81,8,-9.4,29,1.9,1967,-24.1,0.03,0.0,0.0,Winter,No Holiday,Yes,10037
26/02/2018,122,1,-1.2,63,0.9,1846,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,16840
09/10/2018,0,13,19.2,39,1.0,2000,4.8,1.66,0.0,0.0,Autumn,Holiday,No,14853
30/05/2018,167,4,18.3,84,0.9,409,15.5,0.0,0.0,0.0,Spring,No Holiday,Yes,16357
30/03/2018,965,14,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,Spring,No Holiday,Yes,18193
16/08/2018,652,13,35.1,39,2.0,2000,19.0,3.45,0.0,0.0,Summer,No Holiday,Yes,13956
01/02/2018,341,17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,Winter,No Holiday,Yes,11840
17/07/2018,497,2,25.3,78,1.0,2000,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes,12184
29/05/2018,2154,18,23.1,68,2.9,1506,16.8,0.42,0.0,0.0,Spring,No Holiday,Yes,16923
17/11/2018,969,14,9.7,34,1.9,1786,-5.4,0.8,0.0,0.0,Autumn,No Holiday,Yes,12491
01/08/2018,1046,23,32.3,67,1.0,1592,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,16326
05/04/2018,31,16,8.1,96,1.5,281,7.4,0.21,1.0,0.0,Spring,No Holiday,Yes,15572
23/11/2018,635,11,4.3,25,2.0,1958,-14.0,1.56,0.0,0.0,Autumn,No Holiday,Yes,16876
13/01/2018,212,13,-2.5,62,1.4,1087,-8.7,0.66,0.0,0.0,Winter,No Holiday,Yes,13550
24/08/2018,1202,22,23.5,79,2.9,1860,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,14639
12/03/2018,603,14,14.9,34,2.8,403,-0.8,2.22,0.0,0.0,Spring,No Holiday,Yes,15958
10/01/2018,207,13,-5.1,43,4.7,1901,-15.7,1.18,0.0,0.4,Winter,No Holiday,Yes,17663
19/06/2018,2328,17,25.1,51,2.4,1714,14.2,1.15,0.0,0.0,Summer,No Holiday,Yes,10539
15/06/2018,1170,9,20.1,65,1.4,2000,13.3,0.93,0.0,0.0,Summer,No Holiday,Yes,17199
28/05/2018,1139,12,26.3,44,1.8,2000,13.0,3.24,0.0,0.0,Spring,No Holiday,Yes,13410
14/01/2018,196,22,2.8,60,0.6,829,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,11009
25/09/2018,408,1,13.8,60,0.8,2000,6.1,0.0,0.0,0.0,Autumn,Holiday,Yes,11038
10/10/2018,914,11,12.7,50,3.3,1999,2.5,1.61,0.0,0.0,Autumn,No Holiday,Yes,14671
21/02/2018,299,22,-2.2,55,1.4,2000,-10.0,0.0,0.0,0.0,Winter,No Holiday,Yes,11429
01/05/2018,1759,16,22.6,63,3.1,551,15.1,0.88,0.0,0.0,Spring,Holiday,Yes,15679
24/06/2018,849,0,22.0,81,1.6,374,18.5,0.0,0.0,0.0,Summer,No Holiday,Yes,10663
28/07/2018,863,17,28.2,83,1.3,1099,25.0,0.11,0.0,0.0,Summer,No Holiday,Yes,18047
29/11/2018,107,4,2.1,33,0.5,1981,-12.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,13235
05/10/2018,4,23,16.3,91,1.8,1811,14.8,0.0,0.5,0.0,Autumn,No Holiday,Yes,15850
09/08/2018,644,15,31.2,67,2.7,1368,24.3,1.39,0.0,0.0,Summer,No Holiday,Yes,14756
14/07/2018,1624,18,31.1,55,2.2,1897,20.9,1.05,0.0,0.0,Summer,No Holiday,Yes,13542
20/03/2018,488,11,8.4,34,3.6,1966,-6.5,2.36,0.0,0.0,Spring,No Holiday,Yes,10003
21/03/2018,209,6,1.4,42,1.7,2000,-10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,15985
06/04/2018,776,17,6.3,50,4.4,707,-3.3,0.64,0.0,0.0,Spring,No Holiday,Yes,14516
13/05/2018,2410,17,19.4,63,2.6,1099,12.1,1.61,0.0,0.0,Spring,No Holiday,Yes,10878
13/11/2018,990,9,6.0,59,1.0,719,-1.4,0.6,0.0,0.0,Autumn,No Holiday,Yes,15719
28/02/2018,419,9,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,Winter,No Holiday,Yes,13613
29/01/2018,26,4,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,15055
22/06/2018,1529,7,18.8,66,1.1,814,12.3,0.46,0.0,0.0,Summer,No Holiday,Yes,11725
19/08/2018,844,1,25.0,57,0.9,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,17001
07/04/2018,123,2,1.8,81,2.9,325,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,17218
15/03/2018,203,2,16.5,68,1.3,1724,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,16977
28/04/2018,1882,18,18.9,30,2.6,1995,0.9,1.05,0.0,0.0,Spring,No Holiday,Yes,10096
12/01/2018,196,9,-14.9,40,1.2,1999,-25.5,0.16,0.0,0.0,Winter,No Holiday,Yes,12368
02/03/2018,156,0,-4.3,53,2.6,1334,-12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,15110
11/05/2018,816,10,16.4,64,2.4,423,9.5,2.05,0.0,0.0,Spring,No Holiday,Yes,16990
02/07/2018,44,19,24.1,93,2.1,1118,22.8,0.23,1.5,0.0,Summer,No Holiday,Yes,16176
11/04/2018,0,6,9.0,86,2.0,442,6.7,0.0,0.0,0.0,Spring,No Holiday,No,15263
09/05/2018,3130,18,20.6,41,2.3,2000,6.8,1.1,0.0,0.0,Spring,No Holiday,Yes,12481
18/09/2018,0,1,19.3,71,0.4,1912,13.9,0.0,0.0,0.0,Autumn,No Holiday,No,18155
14/02/2018,606,8,2.1,65,1.1,1559,-3.8,0.01,0.0,0.0,Winter,No Holiday,Yes,12687
28/09/2018,0,12,19.0,52,1.2,2000,8.9,0.98,0.0,0.0,Autumn,No Holiday,No,13821
25/01/2018,141,20,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.5,Winter,No Holiday,Yes,18522
25/08/2018,1070,12,27.9,55,2.9,1922,18.0,1.49,0.0,0.0,Summer,No Holiday,Yes,13756
05/11/2018,1975,8,7.2,80,0.8,515,3.9,0.13,0.0,0.0,Autumn,No Holiday,Yes,16138
09/04/2018,921,14,13.9,26,2.5,1537,-5.3,2.99,0.0,0.0,Spring,No Holiday,Yes,13919
23/07/2018,792,0,30.6,50,2.3,1631,18.9,0.0,0.0,0.0,Summer,No Holiday,Yes,16455
03/05/2018,163,5,7.0,85,0.8,2000,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,17892
15/11/2018,2034,18,12.1,46,1.4,799,0.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,15672
15/05/2018,1058,12,26.3,36,1.1,1133,10.0,2.88,0.0,0.0,Spring,No Holiday,Yes,11474
24/09/2018,1280,19,18.6,54,2.7,2000,9.0,0.01,0.0,0.0,Autumn,Holiday,Yes,15107
26/01/2018,93,1,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,Winter,No Holiday,Yes,13752
26/05/2018,1330,23,20.7,63,0.8,1130,13.3,0.0,0.0,0.0,Spring,No Holiday,Yes,14378
30/09/2018,0,12,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,Autumn,No Holiday,No,15269
18/05/2018,454,10,16.3,97,1.0,693,15.8,0.37,0.0,0.0,Spring,No Holiday,Yes,15957
23/02/2018,391,8,-0.2,97,0.4,197,-0.6,0.05,0.0,3.7,Winter,No Holiday,Yes,18010
10/09/2018,188,4,19.4,61,1.6,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,18032
25/07/2018,783,13,32.3,56,3.0,1504,22.3,1.74,0.0,0.0,Summer,No Holiday,Yes,13725
18/02/2018,263,12,2.2,17,1.0,1979,-20.4,1.75,0.0,0.0,Winter,No Holiday,Yes,14009
29/05/2018,2234,8,20.5,66,1.7,1062,13.9,0.34,0.0,0.0,Spring,No Holiday,Yes,15956
17/04/2018,731,10,14.7,31,1.1,1240,-2.2,2.04,0.0,0.0,Spring,No Holiday,Yes,14543
24/11/2018,392,21,2.6,85,1.1,674,0.3,0.0,0.0,3.2,Autumn,No Holiday,Yes,11161
30/09/2018,0,11,20.2,63,2.8,1195,12.9,1.25,0.0,0.0,Autumn,No Holiday,No,18517
10/01/2018,84,6,-7.7,74,1.1,2000,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes,14546
27/08/2018,47,6,20.6,98,0.7,626,20.2,0.0,1.0,0.0,Summer,No Holiday,Yes,13957
27/04/2018,170,5,9.9,69,1.1,808,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,15920
13/08/2018,2036,19,32.1,60,2.3,1987,23.3,0.25,0.0,0.0,Summer,No Holiday,Yes,16111
03/02/2018,33,6,-7.8,57,4.8,1867,-14.8,0.0,0.4,0.3,Winter,No Holiday,Yes,18447
29/11/2018,818,20,4.1,54,1.3,1434,-4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,14313
13/08/2018,594,6,26.7,89,0.6,615,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,17331
17/10/2018,210,5,9.2,77,0.0,1278,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,17097
30/12/2017,237,11,2.0,69,1.0,257,-3.1,0.32,0.0,0.0,Winter,No Holiday,Yes,11263
14/12/2017,335,16,-2.4,28,0.9,1878,-18.4,0.35,0.0,0.0,Winter,No Holiday,Yes,13723
19/01/2018,468,17,4.1,34,3.1,1810,-10.3,0.28,0.0,0.0,Winter,No Holiday,Yes,12804
21/11/2018,159,1,6.9,86,0.7,533,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,17148
22/03/2018,1495,18,7.9,46,3.1,1057,-3.0,0.58,0.0,0.0,Spring,No Holiday,Yes,18611
01/05/2018,614,7,18.0,82,0.7,264,14.8,0.11,0.0,0.0,Spring,Holiday,Yes,16973
06/09/2018,963,0,22.5,83,0.5,1593,19.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11433
01/07/2018,25,7,22.1,89,0.5,1617,20.1,0.08,0.5,0.0,Summer,No Holiday,Yes,17163
26/01/2018,142,7,-17.5,38,3.4,2000,-28.4,0.0,0.0,0.5,Winter,No Holiday,Yes,13719
04/04/2018,14,4,14.1,97,1.7,306,13.6,0.0,3.0,0.0,Spring,No Holiday,Yes,15878
09/08/2018,292,5,27.8,82,1.0,1599,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,12425
20/01/2018,101,7,0.2,60,0.3,1145,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,11754
23/03/2018,901,16,12.2,24,2.8,1655,-7.8,1.98,0.0,0.0,Spring,No Holiday,Yes,15012
24/10/2018,164,5,8.5,87,1.2,1046,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,13511
20/07/2018,1896,8,26.6,70,1.3,1062,20.6,1.01,0.0,0.0,Summer,No Holiday,Yes,18724
28/07/2018,314,14,34.4,65,1.8,960,26.8,1.75,0.2,0.0,Summer,No Holiday,Yes,10737
20/01/2018,325,12,5.3,55,2.6,904,-3.0,0.85,0.0,0.0,Winter,No Holiday,Yes,12161
06/06/2018,1087,10,24.3,53,2.9,949,14.1,2.37,0.0,0.0,Summer,Holiday,Yes,18349
10/10/2018,1041,14,14.0,43,2.8,2000,1.5,1.13,0.0,0.0,Autumn,No Holiday,Yes,11182
12/04/2018,1641,19,15.9,14,2.8,2000,-11.6,0.25,0.0,0.0,Spring,No Holiday,Yes,15064
29/06/2018,1168,12,26.1,67,2.2,758,19.4,2.15,0.0,0.0,Summer,No Holiday,Yes,10015
25/11/2018,777,14,9.2,52,1.3,765,-0.1,1.01,0.0,1.3,Autumn,No Holiday,Yes,11875
08/09/2018,1554,14,26.8,31,2.8,2000,8.2,2.96,0.0,0.0,Autumn,No Holiday,Yes,13558
07/03/2018,147,22,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,15552
04/07/2018,3080,18,30.0,60,2.5,1933,21.3,0.99,0.0,0.0,Summer,No Holiday,Yes,12936
08/10/2018,1788,21,15.1,48,2.6,2000,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,15000
18/12/2017,151,0,-5.9,50,0.6,2000,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,12466
14/07/2018,266,5,24.8,86,1.6,1170,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,17495
27/10/2018,1183,14,10.8,37,4.4,2000,-3.3,1.29,0.0,0.0,Autumn,No Holiday,Yes,13575
21/07/2018,1588,22,29.4,55,1.4,2000,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,11037
02/02/2018,178,23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,15954
13/10/2018,1995,17,18.7,33,1.1,1164,2.0,0.7,0.0,0.0,Autumn,No Holiday,Yes,13827
23/01/2018,181,15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,Winter,No Holiday,Yes,10268
12/01/2018,35,5,-14.6,45,1.1,2000,-23.9,0.0,0.0,0.0,Winter,No Holiday,Yes,16770
25/08/2018,306,4,23.2,79,1.8,1941,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes,17770
08/05/2018,155,4,15.4,63,1.6,2000,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,10137
05/07/2018,1836,8,23.6,93,0.9,308,22.3,0.21,0.0,0.0,Summer,No Holiday,Yes,13476
02/06/2018,989,1,20.2,57,0.4,1428,11.4,0.0,0.0,0.0,Summer,No Holiday,Yes,14174
23/11/2018,767,20,2.7,27,1.2,2000,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,18598
30/05/2018,1158,23,16.4,80,1.5,642,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,17067
10/05/2018,0,12,19.8,49,2.3,1320,8.7,3.17,0.0,0.0,Spring,No Holiday,No,17313
23/10/2018,1604,17,15.7,63,3.2,1118,8.6,0.39,0.0,0.0,Autumn,No Holiday,Yes,13289
06/07/2018,839,1,23.1,66,1.6,2000,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,17979
20/03/2018,460,22,2.0,37,2.7,2000,-11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,18485
19/03/2018,592,8,7.3,84,2.2,813,4.7,0.05,0.0,0.0,Spring,No Holiday,Yes,10942
27/07/2018,218,4,27.3,85,1.6,671,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,14347
22/07/2018,499,11,33.8,45,1.9,1928,20.2,2.74,0.0,0.0,Summer,No Holiday,Yes,12490
29/04/2018,138,5,9.7,63,1.1,1304,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,16423
14/10/2018,185,4,7.9,76,1.3,771,3.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,10668
23/02/2018,304,13,6.7,64,2.0,241,0.3,1.94,0.0,0.6,Winter,No Holiday,Yes,12239
30/07/2018,623,11,33.2,46,1.4,1968,20.0,2.16,0.0,0.0,Summer,No Holiday,Yes,16040
25/10/2018,1275,15,20.6,32,1.4,1651,3.3,1.4,0.0,0.0,Autumn,No Holiday,Yes,16329
14/08/2018,254,5,27.9,71,0.3,2000,22.1,0.0,0.0,0.0,Summer,No Holiday,Yes,17146
06/05/2018,211,13,16.4,94,0.9,1947,15.4,0.78,0.0,0.0,Spring,No Holiday,Yes,14948
04/03/2018,468,15,11.7,81,1.2,616,8.5,0.53,0.0,0.0,Spring,No Holiday,Yes,17870
15/06/2018,2984,19,24.3,48,1.5,2000,12.5,0.59,0.0,0.0,Summer,No Holiday,Yes,18600
12/07/2018,976,14,27.8,76,3.1,1517,23.1,1.0,0.0,0.0,Summer,No Holiday,Yes,12326
09/10/2018,0,16,19.0,39,1.4,2000,4.7,0.89,0.0,0.0,Autumn,Holiday,No,11086
27/08/2018,103,7,20.8,98,0.5,299,20.4,0.02,2.0,0.0,Summer,No Holiday,Yes,15959
28/02/2018,266,0,5.1,52,1.1,614,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,16657
05/06/2018,2322,8,21.5,58,1.1,1021,12.8,1.21,0.0,0.0,Summer,No Holiday,Yes,12684
25/07/2018,939,0,28.9,66,2.2,2000,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,17159
18/01/2018,328,16,3.6,42,2.4,883,-8.1,0.29,0.0,0.0,Winter,No Holiday,Yes,11483
08/07/2018,2348,20,25.7,53,1.3,2000,15.3,0.03,0.0,0.0,Summer,No Holiday,Yes,16993
04/06/2018,3380,18,24.4,48,1.9,1998,12.6,0.56,0.0,0.0,Summer,No Holiday,Yes,10746
05/05/2018,1024,11,20.2,41,3.1,1789,6.5,2.56,0.0,0.0,Spring,No Holiday,Yes,18603
07/02/2018,92,6,-13.2,50,0.5,1873,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes,16782
18/08/2018,2127,19,28.5,45,1.6,2000,15.4,0.23,0.0,0.0,Summer,No Holiday,Yes,18003
16/09/2018,520,18,21.5,89,3.0,350,19.6,0.18,0.0,0.0,Autumn,No Holiday,Yes,11775
11/05/2018,1644,21,16.4,52,1.5,1273,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,16043
05/01/2018,329,16,1.0,34,2.9,2000,-13.1,0.61,0.0,0.0,Winter,No Holiday,Yes,17616
07/08/2018,961,9,29.3,66,1.1,2000,22.2,1.07,0.0,0.0,Summer,No Holiday,Yes,17659
12/12/2017,184,10,-10.5,45,3.3,1855,-20.1,0.6,0.0,0.0,Winter,No Holiday,Yes,14715
09/05/2018,187,3,10.5,59,1.0,2000,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,11288
28/12/2017,50,4,-5.8,32,1.6,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,15223
25/11/2018,379,23,3.8,83,1.1,390,1.1,0.0,0.0,0.4,Autumn,No Holiday,Yes,12002
19/01/2018,283,11,2.2,20,0.6,1794,-18.5,0.83,0.0,0.0,Winter,No Holiday,Yes,18223
19/10/2018,1331,22,12.3,65,1.7,2000,5.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,17333
30/06/2018,481,19,24.3,95,0.5,958,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes,12575
10/10/2018,1255,22,9.2,55,0.9,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,14204
23/07/2018,1889,8,30.0,56,0.9,2000,20.2,0.54,0.0,0.0,Summer,No Holiday,Yes,15246
16/05/2018,166,3,22.6,89,0.7,327,20.6,0.0,0.8,0.0,Spring,No Holiday,Yes,13164
18/08/2018,1681,22,26.3,48,0.8,2000,14.4,0.0,0.0,0.0,Summer,No Holiday,Yes,11403
08/08/2018,489,2,28.3,84,2.1,1099,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,11589
14/01/2018,208,19,3.9,54,1.1,1102,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,16688
16/01/2018,276,14,6.5,43,0.8,468,-5.2,0.52,0.0,0.0,Winter,No Holiday,Yes,18466
25/08/2018,721,8,24.1,78,2.0,1133,20.0,0.34,0.0,0.0,Summer,No Holiday,Yes,17271
11/02/2018,34,4,-7.5,42,2.4,1998,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,13312
09/02/2018,159,1,-4.8,44,1.1,1432,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,15287
21/07/2018,785,15,36.5,35,3.0,1355,18.5,2.71,0.0,0.0,Summer,No Holiday,Yes,12862
24/06/2018,258,6,20.2,87,2.0,255,17.9,0.01,0.0,0.0,Summer,No Holiday,Yes,16180
15/01/2018,311,12,6.2,64,1.9,549,-0.1,0.79,0.0,0.0,Winter,No Holiday,Yes,18284
14/08/2018,467,2,28.6,70,1.5,2000,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,12036
09/08/2018,619,6,27.7,84,1.4,1436,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,17744
02/09/2018,721,9,23.4,52,1.3,1997,12.9,1.53,0.0,0.0,Autumn,No Holiday,Yes,18560
26/04/2018,1084,13,20.6,30,2.4,1048,2.3,2.67,0.0,0.0,Spring,No Holiday,Yes,13755
08/08/2018,1783,21,29.7,71,3.2,1934,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,10129
18/01/2018,537,8,1.1,86,1.2,197,-0.9,0.0,0.0,0.0,Winter,No Holiday,Yes,17926
06/03/2018,188,1,0.8,67,0.8,2000,-4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,14778
